,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
3389,0.027335147039771992,0.0,0.323943661971831,0.41970431147824744,0.2020474600152869,0.75,0.5,0.0,0.1726833771230782,0.32106165888701976,0.16230918039897857,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,1,0,1,0,0,1,0,1,0,0,0
4796,0.06757351988599558,0.0,0.9154929577464789,0.49763146810163844,0.7005463320414516,0.5833333333333333,1.0,0.0,0.08866240127656431,0.2261489553419861,0.06869605644269897,0.0,0.33333333333333337,0.0,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,0,0,0,1,1,0,0,1,0,0,0
908,0.4135768881979531,0.3333333333333333,0.8028169014084506,0.07839678337498344,0.5002354869613477,0.41666666666666663,0.5,1.0,0.08699333352184861,0.21403135086651448,0.07058376555122703,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.4962413865107539,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,1
7883,0.008498510169711102,0.0,0.46478873239436624,0.4160722947657537,0.498812530495744,0.6666666666666665,0.0,0.0,0.8814720270537321,0.2380205962788582,0.7780481492378138,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0,0,1,0,0,1,0,1,0,0,1,1
7500,0.054722114263505636,0.6666666666666666,0.7323943661971831,0.16467288321297735,0.8279403796093343,0.6666666666666665,0.0,0.0,0.7856854945525668,0.5718215269304383,0.7345113168730797,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0,0,0,1,0,0,0,1,1,1,1,0
8196,0.46630392537893506,0.16666666666666666,0.2112676056338028,0.1310515309195638,0.4605019546771097,0.16666666666666663,0.5,0.0,0.842516982684251,0.785764178293111,0.7911355113571252,0.0,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,1,0,1,1,0,1,1,0,1,1,1,1
9453,0.019018007513926675,0.5,0.08450704225352113,0.9179341598110309,0.5936597505058396,0.16666666666666663,0.5,1.0,0.9936500532569459,0.5946389426105647,0.8968438423692155,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0.6666666666666666,0.9999999999999999,0.6666666666666666,0,1,1,1,1,1,1,0,0,0,1,1
2347,0.06272833268558102,0.0,0.46478873239436624,0.10784543781243454,0.5990902050409517,0.9166666666666665,0.0,1.0,0.2148240992370894,0.3448287297174345,0.2845945185487301,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,1,0,1,0,1,1,0,0,0,1,1
8280,0.32097421945847904,0.16666666666666666,0.9859154929577466,0.9135757397560382,0.677759322322421,0.5833333333333333,0.0,0.0,0.9426578005984568,0.8929700630872187,0.8642999616508423,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,0.6666666666666666,0,0,0,1,1,1,0,1,1,1,1,0
65,0.04790776007254826,0.3333333333333333,0.6338028169014085,0.4725015851598363,0.4554755668310804,0.6666666666666665,0.5,0.0,0.0974136500575218,0.4994943966516111,0.202061784976889,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,1,0,1,1,0,1,1,0,1,0,0
3294,0.03541909573778987,0.16666666666666666,0.7605633802816901,0.4497873428651948,0.2629751542378866,0.5,0.0,0.0,0.1031348544237793,0.11886884900306605,0.09659351432688507,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,0,1
2041,0.05552532711491125,0.16666666666666666,0.9295774647887324,0.4462848100004517,0.7814031370903247,0.5,0.0,1.0,0.10868425491321418,0.3091700352265444,0.08964892016707712,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,1,1,0,0,0,0,0,0,1
4130,0.30125663946107006,0.16666666666666666,0.5211267605633803,0.4228657623943222,0.4228070663326146,0.41666666666666663,1.0,1.0,0.24814272783238134,0.761893863390746,0.2726112677747208,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,0,0,1,1,1,0,0,0,0,1,1,1
3361,0.14504469490866692,0.6666666666666666,0.9577464788732394,0.06426864528280743,0.21455882613191352,1.0,0.5,1.0,0.11758471571007724,0.21403133659314044,0.08788716326417212,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,1,1,0,0,0,0,1,0,0,0
469,0.18872910998834044,0.0,0.9154929577464789,0.27925450691956044,0.5902401922738216,0.41666666666666663,0.0,0.0,0.09861282516174923,0.23787750094669347,0.1141691720179572,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,1,1,0,1,1,0,0,1,0,0
3212,0.0032905816815649697,0.16666666666666666,0.295774647887324,0.18175629971264184,0.5002354869613477,0.75,0.5,0.0,0.011723283677192062,0.24994504869953893,0.06634194544279684,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.33333333333333337,1,1,0,1,0,1,0,1,1,1,0,0
7722,0.2070475450187848,0.3333333333333333,0.16901408450704225,0.3272909276688201,0.4491819345530789,0.6666666666666665,1.0,1.0,0.9249833314531807,0.5120836504976157,0.9064213188034026,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.49959931709696537,0.33333333333333337,0.6666666666666666,0.5015364201410714,0.6666666666666666,0,1,1,1,0,0,0,0,0,1,1,1
4951,0.002383728462236041,0.16666666666666666,0.9436619718309859,0.23811672681944368,0.14401904198489696,0.25,0.0,0.0,0.1291740445818144,0.642176414725328,0.14303876855897457,0.0,0.33333333333333337,0.49377304668475597,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0,1,1,1,1,0,1,0,1,0,1,0
9872,0.1110506542298225,0.16666666666666666,0.5915492957746479,0.3941031323718279,0.3638495551729631,0.41666666666666663,0.0,1.0,0.8151413938108819,0.4527240184758551,0.7376987190682801,0.0,0.0,0.33333333333333337,0.6666666666666666,0.4962413865107539,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,1,0
5913,0.03883922787925897,0.0,0.4225352112676056,0.43181037304390435,0.4536367780988522,0.75,1.0,0.0,0.9875191236194159,0.05935953686593415,0.8691378302652142,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,1,1,0,1,0,0,0,0,0,0,0,0
5135,0.0321285140562249,0.0,0.3380281690140845,0.45161399372947597,0.5569569903618703,0.5833333333333333,0.5,1.0,0.8896156605098727,0.8214752084886764,0.8260237746046346,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,0,0,0,1,0,0,1,0,1,1,1
9945,0.005933411063609275,0.0,1.0,0.31018205262052456,0.6699692661891845,0.6666666666666665,0.5,1.0,0.6046696174245512,0.26168442303732276,0.4965789197459525,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,0,1
6264,0.07254825754631428,0.0,0.3943661971830986,0.25657886980112177,0.43537978209079237,0.33333333333333326,0.5,0.0,0.7705668353087957,0.4877599180811102,0.6774089684599685,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.49959931709696537,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.33333333333333337,0,1,0,0,1,1,1,1,0,0,0,0
5165,0.019069827697888328,0.0,0.9859154929577466,0.4350365137146975,0.7543966540849338,0.41666666666666663,0.5,1.0,0.9883946286534595,0.43993031757843226,0.8340952419107374,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.9999999999999999,0,1,1,1,0,0,1,0,1,1,0,0
8382,0.0075657468584013465,0.0,0.49295774647887325,0.10566247160563205,0.10633325496085172,0.08333333333333326,0.5,1.0,0.99043902305004,0.2735241867722563,0.8337931601504933,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.0,0.6666666666666666,0,1,0,1,0,1,1,0,0,0,0,1
6707,0.5840652934317917,0.3333333333333333,0.3380281690140845,0.3719297798972831,0.7337391848082109,0.5833333333333333,1.0,0.0,0.7960074679148399,0.7857465744651747,0.8281005565427138,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,1,1,1,1,1,1,0,0,1,1,0
6967,0.047337738048970075,0.3333333333333333,0.2535211267605634,0.31947463154750305,0.40478796872853723,0.5,0.0,0.0,0.777456085265388,0.47563040485392916,0.6948376809520993,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0,0,1,1,1,0,0,0,0,0,1,1
3141,0.0015286954268687652,0.6666666666666666,0.9577464788732394,0.3813678064340638,0.5002354869613477,0.6666666666666665,0.0,1.0,0.12497264860160116,0.6191134970123616,0.23116140914597802,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,1,0,1,0,0,1,0,0,1,1,1
1899,0.016530638683767328,0.6666666666666666,0.2676056338028169,0.20006892589026926,0.40617918848244755,0.75,0.0,0.0,0.026362899496366103,0.17838470786107363,0.06301135675425396,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9999999999999999,0.0,0.33333333333333337,0.4966924308892139,0,0,0,1,0,0,0,0,1,1,0,1
2283,0.0031610312216608367,0.0,0.5633802816901409,0.48661177706199377,0.1387404446669212,0.5833333333333333,0.5,1.0,0.05943342064121367,0.3330403501289093,0.059267227419614356,0.4966520192508893,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,1,1,0,0,0,1,1,0,1,0,0,1
833,0.12923953880036274,0.16666666666666666,0.0,0.031848122645931995,0.5886562245868803,0.6666666666666665,0.0,0.0,0.05080460184477142,0.4875220047254478,0.08728315735116174,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.4962413865107539,0.9999999999999999,0.6666666666666666,0.33333333333333337,0,0,0,1,0,0,1,0,1,0,1,0
8066,0.04127477652545666,0.0,0.295774647887324,0.9797130842436937,0.8760846793596377,0.75,1.0,1.0,0.8379169192331787,0.524061865960372,0.825113457488028,0.0,0.0,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,0,1,1,0
2284,0.22935613421427645,0.0,0.5915492957746479,0.20534802722854378,0.5325764068492493,0.5,0.5,0.0,0.24138024018766802,0.44001738515984656,0.23366209294396775,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.49959931709696537,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,1,1,1,0,0,0,1,0,0
5380,0.5034330871874595,0.0,0.14084507042253525,0.3272909276688201,0.782039386806962,0.25,0.5,1.0,0.9918219998726387,0.3210440550590835,0.9057690711519816,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,0,1,1,1,0,1,0,0,0,0,1
1563,0.31335665241611604,0.16666666666666666,0.4225352112676056,0.27186485016444234,0.6197043031548717,0.16666666666666663,0.0,0.0,0.31367559401487666,0.3448288201154699,0.3725065659603573,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,1,1,1,0,1,1,0,0,0,1,0
586,0.18764088612514573,0.16666666666666666,0.9436619718309859,0.19849988632340682,0.774729946967954,0.75,0.0,1.0,0.08382132817717658,0.5715994141997968,0.17145671183022715,0.6666666666666666,0.33333333333333337,0.49377304668475597,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.33333333333333337,0,1,0,1,0,0,0,0,1,1,1,1
4140,0.010752688172043012,0.16666666666666666,0.3380281690140845,0.2362012840498958,0.3384585565474311,0.8333333333333333,0.0,0.0,0.056116670666200706,0.3924318593526086,0.16279120697708135,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,1,1,0,0,1,1,0,0,1,1
2590,0.020209871745044693,0.0,0.8873239436619719,0.7312753157355637,0.6832319126003568,0.41666666666666663,0.5,0.0,0.15736471512056488,0.33288286723575033,0.20906473027106717,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,1,0,1,1,0,0,0,0,1,0,1
3993,0.0017359761627153774,0.0,0.7323943661971831,0.3128040744528994,0.4934106439942662,0.5,0.0,1.0,0.06472183161519118,0.32097601864300584,0.06781603542989778,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,0,1,0,0,0,0,0,0,1,0
6436,0.03490089389817334,0.16666666666666666,0.4084507042253521,0.09868286442477713,0.44500181605051575,0.5,0.0,0.0,0.9724811697142077,0.22597101394609032,0.8988376837648744,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.33333333333333337,1,0,0,1,0,0,1,1,0,0,0,0
2402,0.06757351988599558,0.16666666666666666,0.8169014084507044,0.2543846350564006,0.3930379112132482,0.8333333333333333,0.0,0.0,0.06750141925126661,0.23780982612275703,0.13632064830559912,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.4966924308892139,0,1,1,1,0,0,0,1,0,1,0,1
5647,0.003653322969296541,0.0,0.04225352112676056,0.24098832589905456,0.36826883615179323,0.5833333333333333,0.5,1.0,0.6757805982953682,0.32111494614996183,0.5968615296692015,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,0,1,1,0,0,0,0,0,1,0
5692,0.10421038994688431,0.16666666666666666,0.1971830985915493,0.04021229925438797,0.8876214457447535,0.6666666666666665,0.5,0.0,0.587007965357476,0.642176414725328,0.5364054581943576,0.0,0.0,0.6666666666666666,0.9999999999999999,0.4962413865107539,0.9999999999999999,0.6666666666666666,0.9999999999999999,1,0,1,1,1,0,1,0,1,0,1,1
2882,0.09682601373234874,0.16666666666666666,0.5211267605633803,0.1342029653574886,0.3933945481405076,0.41666666666666663,0.5,0.0,0.29922991137776633,0.2736126816910708,0.2640051375907174,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.49959931709696537,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,1,0,0,0,0,0,1,1,0,0,1
9325,0.0842855292136287,0.16666666666666666,0.5915492957746479,0.4474257494647183,0.3185789973547181,0.75,1.0,0.0,0.6771314619989577,0.3448786865264427,0.597081219329063,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,0,1,0,0,1,1,0,0
7712,0.12581940665889363,0.6666666666666666,0.5774647887323944,0.6272312357193454,0.6712114278876258,0.5,0.5,0.0,0.8270477552246281,0.3330065698104371,0.7378195479457059,0.9999999999999999,0.5003663003663003,0.9999999999999999,0.9999999999999999,0.0,0.6666666666666666,0.9999999999999999,0.4966924308892139,0,1,0,1,0,0,1,0,1,0,1,1
7863,0.1612385023966835,0.16666666666666666,0.9295774647887324,0.544207256792346,0.40172790254171237,0.5012322062523695,1.0,0.0,0.943857394609871,0.5242183972952642,0.8380191073811116,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666666,0,0,1,1,0,1,0,0,1,1,1,0
6098,0.017567042363000388,0.16666666666666666,0.9859154929577466,0.31792416420054365,0.46009913697571553,0.6666666666666665,0.0,0.0,0.9700370514941691,0.21401420854433773,0.8505596306666933,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.9999999999999999,1,1,0,1,1,0,0,0,0,0,0,1
7856,0.02026169192900635,0.3333333333333333,1.0,0.42047964949004124,0.17831939061603302,0.6666666666666665,1.0,0.0,0.9205824256787714,0.5116292814252082,0.8192587593443281,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0,1,1,1,1,1,1,1,1,1,0,1
716,0.6545925638036014,0.3333333333333333,0.9718309859154929,0.8814284791636909,0.29893223653994766,0.5,0.0,0.0,0.22196036513611256,0.928505392806607,0.2725744343446297,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,0,1,0,1,1,0,1,1,0
7619,0.45073196009845834,0.16666666666666666,0.619718309859155,0.2778078561950926,0.7218333093159599,0.6666666666666665,0.5,0.0,0.7138398556609048,0.45197419056159926,0.6448794004938567,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.0,0.6666666666666666,0.6666666666666666,0.9999999999999999,0,1,0,1,0,1,1,1,0,1,0,0
3631,0.6091462624692318,0.5,0.7887323943661971,0.4499333121665673,0.8077767412385042,0.33333333333333326,0.0,1.0,0.2604307846518964,0.7382980730483591,0.3646518856121666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,1,1,0,1,0,1,1,0
5640,0.18313253012048192,0.3333333333333333,0.6056338028169014,0.15261909514266542,0.3566125728000297,0.5833333333333333,0.5,1.0,0.9623091984209913,0.4995720866263059,0.9085004080247128,0.0,0.0,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,1,0,0,1,1,0,0,1,1,0,1,1
4497,0.08314548516647233,0.0,0.9154929577464789,0.1333911089357732,0.6861249527026287,0.33333333333333326,1.0,0.0,0.15910276726343792,0.28550858736374685,0.18624937000830066,0.0,0.0,0.0,0.9999999999999999,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,1,0,1,1,1,1,0,0,1,0,0,0
2492,0.21989895064127477,0.5,0.15492957746478875,0.4436223049022209,0.5835480149430199,0.41666666666666663,0.0,0.0,0.024765350897165465,0.7263369856344059,0.11052497294914523,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.5015364201410714,0.33333333333333337,1,0,0,1,0,0,0,1,1,1,1,1
3790,0.010364036792330613,0.16666666666666666,0.4225352112676056,0.4239694530804687,0.3732460786370941,0.75,0.0,0.0,0.12319717340732118,0.785764178293111,0.2173725752387853,0.4966520192508893,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0,1,1,0,1,1,0,1,1,1,1
9947,0.020494882756833786,1.0,0.7605633802816901,0.0541688008199322,0.562636045779642,0.5012322062523695,1.0,0.0,0.7975865037798116,0.011978643663976274,0.678203414666575,0.33333333333333337,0.9999999999999999,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,0,0,1,0,1,0,0,0,0,0,1
2759,0.20463790646456795,0.0,0.16901408450704225,0.4264636604781178,0.4584185107374515,0.33333333333333326,0.5,1.0,0.0007027654682582214,0.36868572280406386,0.009705163450075029,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.4966924308892139,0,0,1,1,1,0,0,0,1,0,0,0
8900,0.008938981733385153,0.0,0.09859154929577468,0.2539246074297018,0.5293488089489577,0.5833333333333333,0.0,0.0,0.7792545607769232,0.7263869424434138,0.7543104992302507,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,0,1,0,1,1,1,1,0,0,1,1,1
503,0.024692317657727683,0.6666666666666666,0.8873239436619719,0.40189292656137326,0.6849083379050616,0.33333333333333326,0.5,1.0,0.05361514535854164,0.7738509399866048,0.12734467071465166,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0,0,0,0,1,0,0,1,1,0,1,1,0
1910,0.39533618344345123,0.8333333333333333,0.8591549295774649,0.3437836849725804,0.5739020360833649,0.6666666666666665,0.0,1.0,0.1397048009647856,0.5591146795138198,0.18178140991339362,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0,0,0,1,1,1,0,1,1,1,0,1
6626,0.004741546832491255,0.5,0.8169014084507044,0.6397195928677251,0.5782346977729576,0.5833333333333333,0.0,0.0,0.91345148224753,0.21403133659314044,0.7492677037705813,0.6666666666666666,0.0,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0,0,1,1,0,0,0,0,1,0,0,0
9379,0.025132789221401736,1.0,0.9295774647887324,0.38898940726134146,0.19407756853167896,0.5,0.0,1.0,0.7799030204256905,0.28559137293296033,0.6706717107064896,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0,0,0,1,0,1,0,1,1,0,0,1
5854,0.06757351988599558,0.6666666666666666,0.8309859154929579,0.16599265854754597,0.6821625074474926,0.41666666666666663,0.5,1.0,0.7499554242442984,0.3331045803119198,0.6738775817337218,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,1,0,1,1,0,0,1,0,1,0,0
2581,0.024925508485555123,0.0,0.08450704225352113,0.7041293035511441,0.571189601572843,0.5,1.0,0.0,0.21675680195220315,0.29746586854463286,0.2770653076368044,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,1,1,1,1,0,1,1,1,1,0,0,0
1038,0.23902059852312474,0.5,0.2535211267605634,0.6978814209668052,0.7349990805980917,0.41666666666666663,0.5,0.0,0.022619595046115673,0.23794984792172003,0.13450449970285203,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666666,0,0,0,0,0,1,1,1,0,0,0,0
1259,0.18217385671719133,0.0,0.5211267605633803,0.036135383970734354,0.2909657475175728,0.75,0.0,0.0,0.058786348884829816,0.11887552418430775,0.09501697592397162,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,1,0,1,0,0,0,0,1,0,0,1
3331,0.006503433087187459,0.3333333333333333,0.352112676056338,0.29147648835214013,0.5002354869613477,0.9166666666666665,1.0,0.0,0.3124665728311752,0.4400559232696528,0.37651138495951,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.4962413865107539,0.9999999999999999,0.5015364201410714,0.9999999999999999,0,0,0,1,1,0,0,1,0,0,1,1
1705,0.021013084596450318,0.3333333333333333,0.04225352112676056,0.5328650560239361,0.3414424320413672,0.25,0.0,0.0,0.216509164311056,0.499511753074398,0.24523547389253417,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,1,1,0,0,1,1,1,1,0,0
6273,0.007824847778209612,0.16666666666666666,0.2112676056338028,0.2680719437716652,0.495739823586072,0.5,0.5,0.0,0.6851942492695223,0.5350685404327029,0.6287574094852012,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.9999999999999999,0,1,1,1,1,0,1,0,0,1,0,1
512,0.5075787019043917,0.0,0.8873239436619719,0.2979874078262291,0.354443150034425,0.5833333333333333,0.0,1.0,0.007638098863320291,0.6906737379372089,0.1480688073510815,0.4966520192508893,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,1,1,0,1,1,1,0,1,1,1
1581,0.018784816686099236,0.6666666666666666,0.7183098591549296,0.24077318029545894,0.43018202590336935,0.5,0.0,0.0,0.23638024079753556,0.45272389477328034,0.25919989620868794,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.9999999999999999,0,1,0,1,0,0,0,0,0,1,1,1
6642,0.009742194584790776,0.16666666666666666,0.16901408450704225,0.2460141981491009,0.7589961917715635,0.33333333333333326,0.0,0.0,0.8587308683026559,0.6542207634876284,0.7853294043783798,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.9999999999999999,1,0,0,1,1,1,1,1,0,0,1,1
2010,0.008550330353672756,0.6666666666666666,0.7323943661971831,0.10389028534129113,0.4790055290521735,0.5833333333333333,0.0,0.0,0.11816889278202054,0.3924318593526086,0.20266504351803924,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.0,0.6666666666666666,0.9999999999999999,0.33333333333333337,0,0,0,1,0,0,1,1,0,0,1,1
1006,0.04627542427775618,0.3333333333333333,0.8450704225352114,0.23508945497525252,0.4374768184311853,0.41666666666666663,1.0,0.0,0.06603764931424619,0.6072392583214211,0.10469855980756607,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,1,0,0,1,0,0,0,0,0,1,1,1
6878,0.6445394481150408,0.3333333333333333,0.352112676056338,0.6889384797302479,0.7857801980548456,0.75,0.0,0.0,0.9631483649256297,0.9999999096019646,0.9202033413774701,0.9999999999999999,0.9999999999999999,0.49377304668475597,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,1,0,1,1,1,1,1,1,1,1,1
5168,0.1664982510687913,0.5,0.9014084507042254,0.15157341655913734,0.5002354869613477,0.5,1.0,1.0,0.812334876225883,0.5470205880431214,0.7797501365104931,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,1,0,1,1,0,1,0,1,0,1,1
