,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
1436,0,0,0,1,1,0,1,1,0,0,1,1
3398,0,1,0,1,0,1,0,1,0,0,0,1
9181,0,1,0,1,1,0,0,0,0,0,1,0
5075,0,0,0,1,1,1,1,0,0,0,0,1
3054,0,0,0,1,0,0,0,0,0,0,0,1
8462,0,1,0,1,0,0,1,1,1,1,1,1
9810,0,0,0,1,1,0,0,0,1,1,0,1
6543,0,0,0,0,0,0,1,1,1,0,1,0
1815,0,0,0,1,1,0,0,1,0,0,0,1
6010,0,1,0,1,1,1,0,0,1,1,1,1
7280,1,0,0,1,1,0,1,0,0,1,1,0
4704,0,0,0,0,1,1,1,1,0,0,1,1
1569,0,1,0,1,1,0,0,1,0,0,0,1
2868,0,1,0,1,0,0,1,0,1,1,1,1
2499,0,0,0,1,0,0,1,1,0,1,1,1
300,0,1,0,1,1,0,1,0,1,0,1,0
4155,0,1,1,1,0,1,0,0,0,1,1,1
79,0,0,1,1,0,1,0,1,0,0,0,1
4944,0,0,1,1,1,0,0,0,0,0,0,0
9464,0,1,1,1,1,1,0,0,1,1,0,1
8360,0,0,1,1,1,0,0,1,0,1,0,1
8760,0,0,1,1,1,0,1,0,1,1,1,0
5777,1,1,0,1,1,0,0,0,0,1,0,0
7358,0,1,0,1,0,0,0,0,0,0,0,0
4319,0,1,0,1,0,0,0,0,0,0,0,0
4190,0,0,1,1,1,1,1,1,0,0,1,0
214,0,1,0,0,1,0,0,1,0,1,1,1
2221,0,1,1,1,1,0,0,0,0,0,0,0
9884,0,0,0,1,0,1,1,0,0,1,0,1
6033,0,0,1,1,0,0,0,0,0,1,1,1
2146,0,0,1,1,0,1,1,1,0,1,1,1
2108,0,0,1,1,1,0,0,0,0,1,0,0
9435,0,0,1,1,1,0,1,1,0,0,1,0
6713,0,1,1,1,0,0,1,0,0,1,0,1
6494,0,1,1,1,1,1,0,1,1,1,0,1
6664,0,1,1,1,0,0,0,1,0,0,1,0
9145,0,1,0,1,0,0,0,0,0,0,0,0
6407,0,0,1,1,0,1,0,0,0,0,0,1
9100,1,1,1,1,1,0,0,1,1,1,1,1
1803,0,0,0,1,1,1,0,0,0,0,1,1
7341,0,0,0,0,0,1,1,0,0,0,1,0
3460,0,0,0,1,0,0,1,1,0,0,1,0
6712,1,1,0,1,1,0,1,1,0,0,1,0
450,0,1,0,0,1,0,0,1,1,0,0,1
4654,0,1,0,1,0,0,1,1,0,1,1,1
9542,0,0,0,1,0,0,1,0,0,1,0,1
4636,0,0,1,1,1,0,1,1,1,0,1,1
2997,0,0,0,1,1,1,1,0,0,1,0,1
8262,0,1,0,1,0,1,0,0,0,1,0,0
8942,1,0,0,1,0,0,1,1,1,0,0,0
8239,0,1,0,1,1,1,1,1,1,0,0,1
2263,1,0,1,1,1,0,0,1,0,1,0,0
8850,1,0,1,1,1,0,0,0,0,1,1,1
9176,0,0,0,1,1,0,1,1,0,1,1,0
3135,0,1,0,1,1,1,0,0,1,1,1,1
5223,0,1,0,1,0,1,0,1,1,1,0,0
7757,0,0,1,1,1,0,0,1,1,0,1,1
510,0,1,0,1,0,1,0,1,0,0,0,1
1988,0,0,0,1,0,0,1,0,1,0,0,1
3539,0,0,0,1,1,0,1,0,0,0,0,0
8783,0,0,0,1,0,0,1,0,0,0,0,1
6955,0,0,0,1,0,0,1,1,1,1,0,0
94,0,0,1,1,1,0,0,1,1,0,1,1
3178,0,1,1,1,1,0,1,1,0,0,1,1
9206,0,0,1,1,1,0,1,0,1,1,0,0
9766,0,0,0,1,1,0,0,1,1,0,1,0
6388,0,1,1,1,1,1,1,0,1,1,0,1
5569,0,0,0,1,0,1,1,0,1,0,0,0
5120,0,1,1,1,1,1,0,0,0,0,1,1
5975,0,0,0,1,0,0,1,0,1,1,1,1
2353,0,0,0,1,1,0,0,0,0,0,1,1
7963,1,1,0,0,1,0,0,1,0,0,0,0
3950,0,1,1,1,1,1,1,0,1,1,0,1
2254,0,1,0,1,1,0,0,0,0,0,1,0
9814,0,1,0,1,1,1,1,0,0,1,0,0
8116,0,0,1,1,1,1,0,0,0,1,1,1
666,0,0,0,1,1,0,0,0,0,1,0,1
2130,0,1,0,1,1,1,1,0,1,1,1,1
8148,0,0,0,1,0,0,1,0,0,0,0,1
2526,0,0,1,1,1,0,0,0,1,1,1,1
6865,0,1,1,1,1,0,1,0,1,0,1,0
8917,0,0,0,1,0,0,0,1,0,0,0,0
6752,0,1,1,1,1,1,0,1,0,1,0,0
8192,0,0,0,1,1,1,0,0,1,1,0,0
2247,0,0,0,1,0,0,1,0,1,0,1,0
9371,0,1,0,1,0,0,0,0,0,0,0,0
4471,1,0,1,1,0,1,1,1,0,0,0,0
1217,0,1,1,1,1,1,1,1,1,0,0,1
7094,0,1,1,1,1,0,0,0,0,0,0,1
5124,0,0,0,0,0,0,0,0,0,1,0,0
1239,0,1,0,1,1,1,0,1,1,0,0,1
1794,0,0,0,1,0,1,1,1,1,0,1,1
1973,0,0,0,1,0,1,1,1,0,0,1,1
8257,0,0,0,1,0,0,1,1,0,1,1,1
9355,0,1,0,1,1,0,0,1,0,0,1,1
6496,0,1,1,1,0,0,0,0,0,0,1,0
9085,0,0,1,1,0,1,0,1,0,1,1,1
9889,0,1,0,1,0,1,0,0,0,0,1,1
6822,1,1,1,1,0,1,0,1,1,1,0,1
4519,0,1,0,1,0,0,0,0,0,1,0,0
1500,0,0,0,1,1,0,1,1,0,1,0,1
654,0,1,0,1,0,0,1,1,0,0,1,1
4580,0,0,1,1,1,0,0,0,1,1,0,1
8581,0,1,1,0,0,0,1,0,1,0,0,1
8194,0,1,0,1,1,1,0,1,1,0,0,1
7437,0,1,1,1,1,1,0,0,1,1,1,0
3081,0,0,0,1,1,0,1,1,1,1,0,0
1243,1,0,0,1,0,1,1,1,0,0,1,1
7435,0,1,0,1,0,0,0,1,0,0,0,0
2121,0,1,0,1,0,0,0,0,1,0,0,0
7075,0,0,0,1,1,1,0,0,1,0,0,1
1151,1,0,0,1,0,1,0,1,0,0,0,0
3297,1,1,1,1,0,0,0,0,0,0,0,0
1715,1,0,0,1,0,0,1,1,0,0,1,1
9965,0,1,0,1,1,1,1,0,0,0,1,0
76,0,0,0,0,0,0,0,1,1,1,1,1
40,0,0,0,1,0,0,1,1,0,1,0,1
3482,0,0,0,1,1,1,1,1,0,1,0,1
6951,0,0,0,1,0,0,0,0,1,1,1,1
5005,0,0,0,1,1,0,0,0,1,1,0,1
5362,0,0,0,1,0,1,0,0,1,0,1,0
916,0,0,0,1,0,0,0,0,0,0,0,0
4808,0,0,0,1,1,1,0,0,1,0,0,1
7218,0,0,0,0,1,0,1,0,0,1,0,0
250,0,0,0,1,1,1,0,1,1,1,0,0
9892,1,0,0,1,1,0,0,1,1,1,1,1
2362,0,1,1,0,0,1,0,0,1,0,0,0
9255,0,0,0,1,1,0,1,1,1,1,0,1
9910,0,0,0,1,0,0,1,0,0,1,0,1
9171,1,0,1,1,0,1,1,1,0,0,1,0
8225,0,0,0,1,0,1,0,0,0,0,1,1
9627,0,0,0,1,1,1,1,1,1,0,1,0
9261,0,1,1,1,0,0,1,0,1,0,1,0
2755,0,1,0,1,1,0,0,0,0,1,0,0
9922,0,1,0,1,1,0,1,1,1,1,0,0
4424,1,0,0,1,0,0,1,0,0,1,0,1
2794,0,1,1,1,0,0,1,0,1,0,1,1
2782,0,1,0,1,0,0,1,1,1,0,0,1
9401,1,0,0,1,0,1,0,0,1,1,1,0
3387,0,0,0,1,1,0,1,1,0,1,0,1
7310,0,0,1,1,0,1,0,0,1,1,1,0
5906,1,1,0,1,0,1,1,0,1,0,1,1
9734,0,1,1,1,1,1,1,1,1,1,1,1
6127,0,0,0,1,0,0,0,0,0,0,1,0
8051,0,1,0,1,0,1,1,1,1,1,0,1
1776,0,1,0,1,1,0,0,0,1,1,1,0
4535,0,1,0,1,1,0,1,1,0,1,0,0
7846,0,0,0,1,1,1,1,0,0,0,0,1
5976,0,0,0,1,0,0,0,0,1,1,1,1
6833,0,1,0,1,0,1,0,0,0,1,0,1
8312,0,0,1,1,0,1,0,0,0,1,1,0
5637,1,1,1,1,1,0,0,1,0,1,0,1
4780,0,0,0,1,0,0,0,0,1,1,1,1
4244,0,0,1,1,1,0,1,0,1,1,0,1
6179,0,1,0,1,0,1,1,0,0,1,1,1
4131,0,0,0,1,0,0,1,1,0,1,1,0
7600,0,0,1,1,0,0,0,0,0,0,0,0
6231,0,0,0,0,0,0,0,1,1,1,1,1
1408,0,1,1,1,1,1,0,1,1,1,0,1
8100,0,1,0,1,1,0,1,1,0,1,0,0
1377,0,1,1,1,0,1,0,0,1,1,1,0
7961,1,0,0,1,1,1,0,0,1,0,0,1
4156,1,0,0,1,1,1,0,1,0,0,0,1
1419,0,1,0,1,1,0,1,0,0,1,0,0
9508,0,1,0,1,0,0,0,1,1,1,1,1
4794,0,1,0,1,1,1,1,0,0,1,0,0
974,0,1,1,1,1,0,0,0,0,1,1,1
6519,0,1,0,1,0,1,0,1,1,0,1,1
2267,0,1,0,1,1,1,1,1,0,1,1,1
5821,1,0,1,1,0,1,0,1,1,0,1,1
7295,0,0,0,1,1,0,0,0,1,0,0,1
3424,0,0,0,1,1,0,0,1,1,0,1,0
9222,0,1,0,1,0,0,0,1,1,1,0,0
3787,0,1,1,1,0,1,1,1,0,1,1,1
2176,0,1,0,1,0,1,0,1,0,1,1,0
9526,0,1,0,1,0,0,0,1,0,1,0,0
8886,0,1,0,1,1,0,0,1,0,1,0,0
5576,0,1,0,1,0,0,1,0,0,0,0,1
2910,1,0,1,1,1,1,1,1,1,0,0,0
7570,0,0,1,1,1,0,0,0,0,0,1,0
7381,0,0,1,0,1,0,0,0,0,0,1,1
7311,0,1,0,1,1,1,0,0,0,1,0,0
2409,0,1,0,0,0,0,0,0,0,1,1,1
5376,0,0,0,0,1,1,1,1,1,1,1,1
4459,0,0,0,1,1,0,1,0,0,0,0,1
3692,0,1,0,1,0,0,0,0,1,0,1,0
1979,0,1,0,1,1,0,1,0,0,0,1,1
3727,0,0,0,1,0,0,1,0,0,0,1,0
1944,0,0,0,1,0,1,0,1,1,1,0,1
1128,0,1,1,1,1,1,0,0,1,0,0,1
2281,0,0,0,1,1,1,0,0,0,1,1,0
73,0,1,0,1,0,0,1,1,1,1,1,1
2371,1,1,0,0,0,0,1,0,1,1,1,1
134,0,1,0,1,0,0,0,0,0,0,0,1
1729,0,0,1,1,0,1,0,1,1,0,1,1
7917,0,1,0,1,1,0,0,0,1,1,0,0
6502,0,0,1,1,0,1,0,1,1,0,1,0
4213,0,1,0,1,0,1,1,1,0,0,0,0
9049,1,0,1,1,0,0,0,1,1,1,0,0
221,0,0,0,0,0,1,1,1,0,1,1,0
8817,0,0,1,1,1,1,0,0,0,0,1,0
6747,1,0,1,1,0,1,0,0,0,1,0,0
8306,0,1,0,1,0,0,1,0,0,0,0,0
9201,0,1,0,1,0,0,1,1,0,1,0,1
3521,0,0,0,1,1,0,0,0,0,1,1,1
6095,0,1,0,1,1,0,0,0,0,0,1,0
3513,0,1,0,1,0,0,0,1,0,0,0,0
3756,0,0,0,1,1,0,0,0,0,1,1,0
5080,0,1,0,1,0,0,0,0,0,0,1,1
8282,1,0,0,1,1,0,0,0,0,1,1,1
3994,0,0,0,1,0,0,0,1,0,0,1,1
1511,0,1,0,1,0,0,0,0,0,1,0,1
2387,0,1,0,1,1,0,1,1,0,1,0,1
60,0,0,1,1,0,1,1,0,1,0,1,1
4914,1,1,1,1,0,1,0,1,1,1,0,1
4558,0,1,0,1,0,1,0,0,1,1,0,1
7379,0,0,0,1,1,0,1,0,0,1,1,1
5068,0,0,0,1,0,1,0,0,0,1,1,1
8229,0,1,0,1,1,1,1,0,0,0,0,0
4953,0,0,0,0,1,1,0,0,0,1,0,1
2863,0,1,0,1,0,1,1,0,0,0,1,1
7889,0,1,0,1,1,0,1,0,0,1,1,0
9809,0,1,0,1,1,0,1,1,0,1,0,1
3430,0,1,1,1,1,1,0,1,0,1,0,0
5567,0,1,0,1,0,0,0,0,0,1,1,1
5903,0,1,0,1,0,1,0,1,1,0,0,1
1357,0,0,1,1,0,0,1,0,0,1,1,0
1758,0,1,0,1,0,0,0,1,1,1,1,1
6629,0,0,0,1,1,1,0,0,0,1,0,1
7534,0,0,0,1,1,0,1,1,1,0,0,1
6085,1,1,0,1,1,0,0,1,0,0,0,1
4797,0,0,0,1,0,0,1,1,1,1,0,1
4421,1,1,0,1,1,1,0,1,0,1,1,1
6516,0,1,0,1,0,0,0,1,0,0,1,1
5274,0,0,0,1,0,0,0,0,0,1,0,1
2825,0,1,0,1,0,1,1,0,0,1,0,0
2625,1,0,1,1,0,1,0,0,0,0,0,1
5058,0,1,1,1,0,0,0,0,0,1,1,0
9116,0,0,0,1,0,0,0,0,0,1,1,1
1246,0,1,0,1,1,0,0,0,1,1,0,1
733,0,1,0,1,0,0,0,1,0,0,1,1
2511,0,1,1,1,0,0,1,0,0,1,0,1
4307,0,1,1,1,0,0,1,0,0,1,0,1
8557,1,1,0,1,0,1,1,0,0,0,1,1
4736,0,0,1,1,0,0,1,1,0,1,1,1
5287,0,0,1,1,0,0,1,0,0,0,1,0
7885,0,1,1,1,0,1,1,1,1,0,0,1
6012,0,1,0,1,1,1,0,0,0,0,0,0
1101,0,0,0,0,0,1,1,1,1,0,0,1
776,0,1,0,1,1,1,1,0,1,0,0,0
2344,1,0,0,1,0,0,1,1,0,1,0,1
7561,0,1,0,1,1,0,0,0,0,1,0,1
5712,0,1,0,1,1,0,0,1,0,0,1,1
2970,0,1,1,1,0,0,0,0,1,0,1,1
1023,0,1,1,1,1,0,0,1,0,0,0,1
8010,1,1,0,1,0,0,0,0,0,0,1,1
4124,0,1,0,1,0,0,0,0,0,0,1,0
2587,0,0,1,1,0,1,0,1,0,0,1,1
3417,1,0,0,1,1,0,0,0,0,1,1,0
9956,1,0,0,1,0,0,1,0,1,0,1,1
6461,0,0,1,1,0,0,0,0,1,1,1,0
3571,0,0,1,1,0,1,0,1,1,1,0,0
1555,1,0,0,1,1,0,0,0,0,1,1,1
4461,0,0,0,1,1,1,1,0,0,1,1,1
6219,0,0,0,1,1,1,1,0,0,0,1,0
9756,0,0,0,1,0,0,0,0,0,1,0,0
5563,0,0,0,1,0,0,1,0,1,1,1,0
9407,1,0,1,1,0,1,1,1,0,1,1,1
5813,0,0,0,1,1,0,1,0,0,0,1,0
749,0,0,0,1,0,0,1,0,0,0,1,1
8099,1,1,0,1,1,1,1,1,0,1,0,1
4084,0,1,0,1,1,0,0,0,0,0,1,1
9747,0,0,0,0,0,1,1,1,0,1,1,1
3295,0,1,0,1,1,0,1,0,0,0,0,0
4896,0,1,0,1,1,1,1,1,0,0,0,0
2489,0,0,0,1,0,0,0,0,1,1,1,0
6787,0,1,0,1,0,0,1,0,0,1,0,1
6432,0,0,0,1,1,0,1,0,0,0,0,1
4769,0,1,0,1,0,1,0,1,0,0,0,1
4141,1,0,0,1,0,0,0,0,0,0,1,1
9047,0,0,1,1,0,0,0,0,1,1,1,1
7298,0,1,1,1,1,0,0,0,1,1,0,1
8354,0,0,0,1,1,0,0,0,1,1,0,1
1392,0,0,0,1,1,0,0,0,0,1,1,0
5385,0,0,0,1,1,1,0,1,1,1,0,1
1162,0,0,1,1,0,0,1,0,1,1,1,0
4149,0,0,0,1,0,1,0,1,0,0,0,1
2609,0,0,0,1,1,1,1,0,1,1,1,1
4509,0,0,0,1,0,0,1,0,0,1,0,1
4863,0,0,0,1,0,1,0,0,0,0,1,0
126,0,1,1,1,1,0,0,1,0,1,1,1
4696,0,1,0,1,0,0,1,0,1,1,1,1
8650,0,0,1,1,1,0,0,1,0,1,1,0
4293,0,1,1,0,0,1,1,1,1,0,0,0
1029,0,0,0,1,0,1,0,0,1,1,0,0
426,0,1,0,1,0,0,1,1,0,0,0,0
8758,1,1,0,1,1,0,0,1,0,0,0,1
5353,0,0,0,1,0,1,0,0,1,1,1,1
2700,0,0,0,1,0,1,1,0,0,1,0,0
9104,0,1,0,1,0,0,0,1,0,0,1,1
5014,0,0,0,1,0,1,1,0,0,0,1,0
3304,1,0,0,0,0,0,1,1,0,0,0,1
2496,0,0,1,1,1,0,0,0,0,0,1,1
3782,1,0,1,1,1,0,0,0,0,0,0,1
1407,0,0,0,1,1,1,0,0,0,1,1,0
6964,0,1,1,1,0,0,0,1,0,0,1,1
9103,0,0,0,1,0,0,0,1,1,1,0,1
1655,0,1,0,1,0,0,0,1,0,0,0,0
2301,0,1,0,0,1,0,0,1,1,1,1,0
1874,0,1,0,0,1,0,0,1,0,0,0,0
5679,0,1,0,1,1,0,1,0,0,1,0,1
7193,0,1,0,1,0,1,1,1,0,1,0,1
1189,1,0,1,1,1,0,0,1,0,0,0,1
9818,0,1,0,0,0,0,0,0,0,0,0,0
1777,0,0,0,1,0,0,1,0,1,0,1,1
3350,0,0,0,1,0,1,1,1,0,0,1,1
5591,1,1,0,1,1,1,0,1,1,0,1,0
517,0,1,0,1,0,1,1,0,1,0,1,0
9296,0,1,0,1,1,1,0,0,0,0,0,0
1222,0,0,0,1,1,1,0,1,0,1,1,0
8450,0,0,0,1,0,0,1,0,0,1,0,1
8264,0,1,0,1,1,0,1,1,1,1,0,0
9821,0,0,0,1,0,0,0,0,0,1,1,1
7753,0,0,0,1,0,0,1,0,0,0,1,0
3198,1,1,0,1,1,1,0,0,0,0,1,1
2352,0,0,1,1,1,0,0,1,1,1,1,1
2822,0,1,1,1,0,1,0,1,0,1,1,1
3269,0,1,1,1,0,0,1,1,1,1,0,1
6205,0,1,0,1,1,1,1,0,1,1,1,0
362,0,1,0,1,1,0,0,0,0,1,0,1
3707,0,0,0,1,1,0,1,1,0,1,1,1
8404,1,0,0,1,0,0,0,0,0,0,1,1
8825,0,0,0,1,0,1,0,0,0,0,1,0
528,0,1,0,1,0,1,1,0,1,0,0,1
3685,0,0,1,1,0,0,1,1,0,0,1,0
8284,0,1,1,1,0,1,0,1,1,1,0,0
7992,0,1,0,1,0,0,1,1,0,1,1,1
8776,0,0,0,1,0,1,0,0,1,0,1,1
2945,0,0,0,1,1,0,0,1,1,0,1,1
4929,1,0,0,1,1,0,1,0,1,0,0,1
8322,1,0,1,1,0,1,0,0,0,1,1,0
5345,1,1,1,1,1,0,1,0,0,0,1,0
4009,0,0,0,1,0,1,1,0,1,0,0,0
9131,0,0,1,1,0,0,0,1,1,0,0,1
3315,0,0,0,1,0,0,1,0,0,1,1,1
3008,0,0,0,1,0,0,1,0,0,0,1,1
6363,0,1,1,1,1,1,0,1,1,0,1,1
2787,0,1,0,1,0,0,1,0,1,0,0,0
4923,0,1,0,1,0,1,0,1,1,1,1,0
2691,0,1,0,1,0,1,1,1,1,1,1,1
6483,0,1,1,1,1,0,1,0,0,1,1,1
9718,0,0,0,1,0,0,1,1,0,0,1,1
8205,0,1,1,1,0,0,1,1,1,1,0,1
9068,0,0,1,0,1,0,0,1,0,1,1,1
8841,0,0,0,1,1,0,0,0,0,0,0,1
1317,1,1,1,0,0,1,0,0,0,0,0,0
5552,0,1,1,1,0,0,1,1,0,1,0,1
2166,1,1,1,1,1,1,0,1,1,1,1,0
72,0,1,0,1,0,0,1,0,0,0,0,1
7066,1,1,0,1,1,1,1,1,1,0,0,1
275,0,1,0,1,1,1,0,0,1,1,1,1
3426,0,1,0,1,0,0,1,1,0,1,1,1
9022,1,0,0,1,0,0,1,1,0,0,0,1
6093,1,0,1,1,0,0,0,1,0,0,0,1
5677,0,0,0,1,1,1,0,0,0,1,0,1
5823,0,0,0,1,0,0,0,0,0,0,1,0
4431,0,0,0,1,0,1,0,0,1,0,0,0
9426,0,1,0,1,0,1,1,0,0,0,0,0
44,0,1,0,1,1,1,0,0,0,1,1,1
8218,0,1,0,1,0,0,1,1,0,1,0,1
8700,0,0,0,1,1,0,0,0,0,1,0,1
2237,0,0,0,1,0,1,0,0,1,0,0,1
5965,0,0,0,1,1,1,1,1,0,1,1,0
7419,1,0,0,1,0,1,0,0,0,0,1,0
3277,0,1,1,1,1,1,0,0,1,0,1,1
7194,1,0,0,1,0,1,1,1,1,1,0,1
6739,0,0,1,1,0,0,0,0,0,0,0,1
3841,0,1,0,1,1,0,1,0,0,1,1,1
8300,1,1,0,1,1,1,1,0,0,1,1,0
2023,1,1,1,1,0,0,1,1,0,1,0,1
7943,0,1,0,1,1,0,1,1,0,0,0,1
3750,0,1,0,1,0,0,0,0,0,1,0,1
1873,0,0,0,1,1,0,0,0,1,1,1,0
8180,0,0,0,1,1,0,1,1,0,1,0,0
474,0,1,1,0,0,1,1,1,1,1,0,0
4886,1,0,1,1,1,0,0,1,0,1,1,0
2575,0,1,0,1,0,1,0,0,1,1,0,1
2487,0,1,1,1,1,0,1,0,1,1,1,1
5232,0,1,1,0,0,0,0,0,1,0,0,0
1249,0,1,0,1,1,0,1,0,0,0,0,1
1923,0,1,0,0,1,1,0,1,1,0,0,1
1447,0,1,0,1,1,0,1,1,0,0,1,1
2539,1,0,1,1,1,0,1,0,1,0,0,0
9523,0,1,0,1,0,1,0,0,1,1,1,0
7627,0,1,1,1,0,1,1,1,0,1,0,0
3637,0,1,1,1,1,0,0,0,0,0,1,0
5626,0,0,1,1,0,1,1,1,1,0,1,1
5167,1,0,1,1,0,0,1,1,1,1,0,0
663,1,0,0,1,0,0,1,0,0,1,1,0
1068,0,0,0,1,1,1,1,1,1,1,0,0
643,0,0,1,1,0,1,0,1,0,1,1,0
1138,0,1,1,1,0,0,1,1,1,0,1,1
9357,0,1,0,1,1,0,0,0,0,0,0,1
8781,0,0,0,1,1,0,0,1,0,0,0,1
7286,0,0,0,1,1,0,0,1,0,0,1,1
6616,1,0,0,1,0,0,0,0,0,1,1,0
2313,0,1,1,1,0,1,0,1,1,0,1,1
9783,0,1,0,1,1,0,0,0,0,0,1,1
1676,0,0,0,1,0,1,0,0,1,0,1,1
2800,0,0,0,0,0,0,0,0,0,1,0,1
8201,0,1,1,1,0,0,1,0,0,0,0,1
1681,0,0,1,1,1,1,1,0,0,1,1,1
814,1,1,0,1,0,1,0,0,1,0,0,0
2323,0,0,0,1,1,1,1,0,1,1,1,1
7734,0,0,0,1,0,0,1,0,1,0,0,1
195,0,1,0,1,0,1,0,0,0,1,1,0
1541,0,0,1,1,1,0,1,1,1,0,1,0
4096,0,1,1,1,0,0,0,1,1,0,1,1
2887,1,1,0,1,0,0,0,0,0,0,1,0
9858,0,1,1,1,0,0,0,0,1,0,1,1
7050,0,0,0,1,1,0,0,1,1,1,0,0
9802,0,1,0,1,1,0,0,0,0,0,0,0
1817,0,1,0,1,0,0,1,0,0,0,0,0
3699,0,0,1,1,1,0,1,1,0,1,0,0
9941,0,0,0,1,0,0,0,0,1,0,0,0
1597,0,0,0,1,1,0,0,1,1,1,0,0
9761,1,0,1,1,1,0,0,1,0,0,1,0
7431,0,0,1,1,1,0,0,0,0,0,0,1
546,0,0,1,1,1,1,1,1,0,0,1,1
6887,0,0,1,0,1,0,0,1,0,0,0,1
8828,0,0,0,0,0,1,0,0,0,1,0,0
9106,0,0,0,1,0,1,1,0,0,0,0,1
5174,0,0,0,1,1,0,0,0,0,1,0,1
4203,0,0,1,1,0,0,0,0,0,1,1,0
6544,0,0,0,1,0,1,1,1,1,1,0,0
8788,0,0,0,1,1,1,0,1,1,0,1,0
2657,1,0,0,1,1,1,0,0,1,0,0,1
8620,0,0,1,0,1,0,0,0,1,0,0,1
8336,0,1,0,1,0,0,1,1,0,1,1,0
3206,1,0,0,1,0,1,0,1,1,0,1,0
5661,0,1,0,1,1,1,0,0,0,1,0,1
9511,0,1,0,1,0,0,1,1,0,0,0,0
6168,1,0,0,1,0,0,1,0,1,0,0,1
6235,0,0,0,1,1,0,1,0,0,1,1,1
4671,0,0,0,1,0,0,0,0,0,1,0,1
6621,0,1,0,1,0,0,0,0,1,1,0,1
4095,0,1,0,1,1,0,1,0,0,1,0,0
9527,1,0,0,1,1,1,0,1,1,1,0,1
2720,0,1,0,1,1,1,0,0,0,0,1,1
4356,0,1,0,1,0,1,1,0,0,1,0,1
5960,0,0,0,1,0,0,1,0,0,0,0,0
3253,0,0,0,1,0,0,0,0,1,0,0,0
3477,1,0,1,1,1,1,0,1,0,1,0,0
7568,0,1,0,1,0,0,0,0,1,0,0,0
6857,0,1,0,1,0,0,0,0,0,0,1,0
4781,0,1,1,1,1,0,0,0,0,0,1,1
3003,0,0,0,1,1,1,0,1,0,1,0,1
1031,0,1,1,1,1,1,1,1,0,0,0,1
8652,0,0,0,1,0,0,1,1,1,0,1,1
2300,0,0,0,1,0,1,1,0,0,0,1,1
1004,0,0,0,1,0,1,0,1,0,1,0,0
4763,0,1,0,1,1,1,0,0,1,1,0,1
3887,0,0,0,1,0,0,1,1,0,0,0,1
3409,0,1,0,1,0,1,1,0,1,0,0,0
6554,0,0,0,1,1,0,0,0,0,1,0,0
7146,1,0,0,0,0,0,0,1,0,1,1,1
9077,0,1,1,1,0,0,0,0,1,1,0,0
9396,0,1,0,1,1,0,0,1,0,0,1,0
9908,0,1,1,1,0,0,1,1,0,0,1,1
6373,0,0,1,0,1,0,1,1,1,0,0,1
502,1,0,0,1,0,1,1,0,1,0,0,0
4290,0,0,1,1,0,0,0,0,1,1,1,1
8613,0,0,0,1,0,0,1,0,0,1,0,0
346,0,1,0,1,0,1,1,0,1,1,1,1
1425,0,1,1,1,0,0,0,0,0,0,1,1
7794,0,1,1,1,0,0,1,1,0,0,1,1
876,0,1,1,0,1,1,0,0,1,1,1,0
5701,0,1,0,1,1,1,1,0,0,1,1,1
4189,0,0,0,1,1,1,1,0,0,1,0,1
1759,0,1,1,1,0,1,0,1,1,0,1,0
940,0,0,1,1,1,0,1,0,0,0,1,0
5486,0,0,1,1,1,0,1,0,0,1,0,0
287,1,0,0,1,0,0,0,1,1,0,0,1
1909,0,0,0,1,1,0,0,0,0,0,0,1
4052,0,0,0,1,1,0,1,1,0,1,1,1
4197,0,1,1,1,1,0,0,1,1,0,1,0
4745,0,0,0,1,1,0,1,0,0,1,1,0
6863,0,0,0,1,1,0,0,0,0,1,0,0
5616,0,0,0,1,0,1,0,0,0,0,1,1
3788,0,1,0,1,0,0,0,1,0,1,0,0
6561,0,0,0,1,0,1,0,0,1,1,0,1
2341,1,1,0,1,1,0,0,0,1,1,0,0
7172,0,0,0,1,1,0,1,0,0,1,1,1
492,0,0,0,1,0,1,1,0,1,0,0,0
8082,1,1,0,1,0,1,1,0,0,1,1,0
760,0,1,0,1,1,0,1,1,1,0,0,0
3489,0,1,0,1,0,0,1,0,1,0,0,1
7809,0,0,1,1,1,0,0,0,0,1,1,1
8288,0,1,1,1,0,1,0,0,0,0,0,1
647,0,0,1,1,0,0,0,1,0,1,1,0
4170,0,0,1,1,1,0,0,0,0,0,0,0
8678,0,0,0,1,1,1,0,0,1,1,0,0
4248,0,0,0,1,0,0,1,1,0,0,1,1
2553,0,1,0,1,0,0,0,1,1,1,1,0
8073,0,1,0,1,1,0,1,0,1,0,1,1
2470,0,0,1,1,1,0,0,0,0,1,0,1
3152,0,1,0,1,0,1,0,1,0,1,0,0
6047,0,0,1,1,0,1,0,0,1,0,1,1
7694,0,1,0,1,1,0,0,0,1,0,0,1
245,0,1,0,1,1,0,1,1,0,0,0,0
8575,0,1,0,1,1,0,1,0,1,0,1,1
5672,0,0,0,1,1,0,0,0,1,1,1,1
7427,0,0,1,1,1,0,1,0,0,1,0,1
694,0,0,1,1,0,0,0,1,0,0,0,1
6471,0,1,0,1,0,0,0,0,1,1,0,0
2089,0,0,0,1,1,0,1,0,0,0,0,1
5995,0,1,0,1,0,1,0,0,1,0,1,0
